"payment_month","user_id","new_users","user_revenue","new_revenue","churned_users","churned_revenue","returned_users","back_from_churn_revenue","expansion_mrr","contraction_mrr","customer_lifetime","customer_lifetime_value","game_name","language","has_older_device_model","age","age_groups"
2022-07-01,"3Xuq0acIoGEgw19qflIoog==",,41.73,,,,,,29.04,,125,139.50,game 3,uk,false,25,"25-30"
2022-07-01,"4b7l8C489HEJirtoe7xtFg==",,89.28,,,,,,66.45,,275,268.41,game 3,uk,true,20,"18-24"
2022-07-01,"4btLP2zvi8eBV0t08fdkKQ==",,40.71,,,,,,12.84,,261,467.37,game 3,ru,false,20,"18-24"
2022-07-01,"4oH5e29koOH9zNYW8Kwcsg==",,18.06,,,,"4oH5e29koOH9zNYW8Kwcsg==",18.06,,,81,43.56,game 3,uk,false,28,"25-30"
2022-07-01,"4pssft0TgDfiQexjbe25lw==",,14.43,,,,,,,-0.33,167,126.39,game 3,ru,false,26,"25-30"
2022-07-01,"5a/eDajN+4bJdigfI5TWoQ==","5a/eDajN+4bJdigfI5TWoQ==",12.87,12.87,"5a/eDajN+4bJdigfI5TWoQ==",12.87,,,,,1,12.87,game 3,ru,false,17,"14-17"
2022-07-01,"6We7zBO7mVbNxGEl/xPKVg==",,118.83,,,,,,89.88,,215,556.86,game 3,uk,false,19,"18-24"
2022-07-01,"72brUr/DKItStlTen5pHYg==",,37.11,,,,,,,-49.80,227,262.56,game 3,uk,false,24,"18-24"
2022-07-01,"75lEf3nSWLSf6GncqhR9gQ==",,49.23,,,,,,,-37.62,178,288.21,game 3,ru,false,22,"18-24"
2022-07-01,"787jk0VnxM8/sv/0TkvO6A==",,21.48,,,,,,,-76.47,270,470.73,game 3,uk,false,20,"18-24"
2022-07-01,"7BqUeLmbiug63XrWs2+ZQQ==","7BqUeLmbiug63XrWs2+ZQQ==",61.41,61.41,,,,,,,172,284.97,game 3,ru,false,15,"14-17"
2022-07-01,"7ew71UmoMb73L41PM/YL/w==",,40.23,,,,,,6.12,,174,235.83,game 3,uk,false,17,"14-17"
2022-07-01,"7GE5h/3N3lcro3K9T3aujw==",,89.04,,,,,,,-55.71,215,722.67,game 3,ru,false,32,"31-35"
2022-07-01,"7SeM1pmnTTTXfhI+x3ldng==",,82.32,,,,"7SeM1pmnTTTXfhI+x3ldng==",82.32,,,279,501.48,game 3,ru,false,22,"18-24"
2022-07-01,"7vnYIRqjBNlAyBbtPg02tQ==","7vnYIRqjBNlAyBbtPg02tQ==",31.59,31.59,,,,,,,159,415.92,game 3,uk,false,21,"18-24"
2022-07-01,"7zai/c69uF/NhB95HgKuYw==","7zai/c69uF/NhB95HgKuYw==",62.25,62.25,,,,,,,131,249.69,game 3,uk,false,16,"14-17"
2022-07-01,"8ncYOMYXeKDelzX40EnuLA==","8ncYOMYXeKDelzX40EnuLA==",86.94,86.94,,,,,,,180,432.84,game 3,uk,false,19,"18-24"
2022-07-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",,120.75,,,,,,32.67,,222,402.24,game 3,ru,false,24,"18-24"
2022-07-01,A1qVjssGQ+ZUWZu3Z5DzTA==,,64.44,,,,,,,-42.96,238,331.26,game 3,uk,false,24,"18-24"
2022-07-01,An7gG7hfETivAjfokQv3Ww==,An7gG7hfETivAjfokQv3Ww==,45.03,45.03,,,,,,,140,281.34,game 3,uk,false,23,"18-24"
2022-07-01,AN9at3LlvDamqXq8dvHD4w==,,13.71,,,,,,,-5.28,295,455.70,game 3,ru,false,24,"18-24"
2022-07-01,B4b6v6eUHvAVOeAQk6EEiw==,,20.79,,,,,,,-75.54,256,385.41,game 3,ru,false,23,"18-24"
2022-07-01,b6lW5fOrJiJUE7dwhEp9VQ==,,15.21,,,,,,,-25.86,243,432.60,game 3,ru,false,17,"14-17"
2022-07-01,B7ziVc7jLVg/+snNIp3hLQ==,B7ziVc7jLVg/+snNIp3hLQ==,13.71,13.71,B7ziVc7jLVg/+snNIp3hLQ==,13.71,,,,,1,13.71,game 3,uk,false,19,"18-24"
2022-07-01,Bcs3CbYx2EpbL9otxlEUmg==,,106.59,,,,,,75.21,,238,504.15,game 3,uk,true,18,"18-24"
2022-07-01,BH4aptg763J0WNnw0OS9hw==,BH4aptg763J0WNnw0OS9hw==,15.21,15.21,BH4aptg763J0WNnw0OS9hw==,15.21,,,,,1,15.21,game 3,ru,false,18,"18-24"
2022-07-01,BTD3ZjLKfkT6ZRBT9zRwtg==,,12.9,,,,,,,-33.30,211,264.96,game 3,uk,true,14,"14-17"
2022-07-01,C6w5XTf8lIfc+VFmC7/bVw==,C6w5XTf8lIfc+VFmC7/bVw==,14.25,14.25,,,,,,,150,69.30,game 3,uk,false,40,"36-40"
2022-07-01,cOCixiBbcAHemYgbNdoTcw==,cOCixiBbcAHemYgbNdoTcw==,68.04,68.04,,,,,,,153,275.01,game 3,uk,false,20,"18-24"
2022-07-01,crKNTIblJ0113SKEtSJQHw==,,107.25,,,,,,77.28,,220,423.36,game 3,uk,false,16,"14-17"
2022-07-01,DAMO0tILVRlXZhYONdvs0Q==,,53.31,,,,,,,-0.24,145,279.84,game 3,uk,false,15,"14-17"
2022-07-01,Dbff3x5cRk6/tUY3WQdzFQ==,,100.83,,,,,,68.46,,176,335.76,game 3,uk,false,21,"18-24"
2022-07-01,dpfu6t8G4blqMn55KM8bSg==,,12.03,,,,,,,-5.61,192,400.32,game 3,uk,false,16,"14-17"
2022-07-01,dQAFHVkiiCKfawYALbHZeA==,dQAFHVkiiCKfawYALbHZeA==,16.38,16.38,,,,,,,80,49.02,game 3,uk,false,26,"25-30"
2022-07-01,DqezK7HAqZ+GovyRuzxD1A==,,120.51,,DqezK7HAqZ+GovyRuzxD1A==,120.51,,,34.02,,102,362.34,game 3,uk,false,23,"18-24"
2022-07-01,dUXVADLWvf2uvh+Q6TNrMw==,dUXVADLWvf2uvh+Q6TNrMw==,12.15,12.15,,,,,,,176,190.32,game 3,ru,false,19,"18-24"
2022-07-01,e/6IajqZ922YY1rh2ErMJQ==,,148.98,,,,,,115.47,,191,876.60,game 3,en,false,25,"25-30"
2022-07-01,eCd4MBHIR4qUWapg05TFLQ==,,31.86,,,,,,6.21,,218,242.04,game 3,ru,false,18,"18-24"
2022-07-01,eLWkkjmSeHVGjb9tp+CJpQ==,eLWkkjmSeHVGjb9tp+CJpQ==,22.5,22.5,,,,,,,62,115.74,game 3,uk,false,19,"18-24"
2022-07-01,eoqO46DzxSrKA2rredUNyQ==,,60.72,,,,,,47.22,,125,320.94,game 3,uk,false,24,"18-24"
2022-07-01,er3/fOrRpmyqiRaC0CaFcg==,,39.87,,,,,,,-63.84,218,412.17,game 3,uk,false,21,"18-24"
2022-07-01,F03P4YcFbbtcWUlujjIQmQ==,F03P4YcFbbtcWUlujjIQmQ==,33.24,33.24,,,,,,,159,392.49,game 3,ru,true,20,"18-24"
2022-07-01,F9Jtg6+0qPUKWDgBJxG8cA==,,31.59,,,,,,,-57.48,197,221.64,game 3,ru,false,18,"18-24"
2022-07-01,fDgyPW0yy0+9ietMvl0vmA==,,32.94,,,,,,12.96,,168,152.97,game 3,ru,false,18,"18-24"
2022-07-01,Fqu+/F0rn1G4YP3f3yHA1Q==,,36.66,,,,Fqu+/F0rn1G4YP3f3yHA1Q==,36.66,,,261,198.33,game 3,uk,false,21,"18-24"
2022-07-01,fuL+cD0zV6Gn4ypTYmXUgw==,fuL+cD0zV6Gn4ypTYmXUgw==,57.39,57.39,,,,,,,143,397.95,game 3,uk,false,16,"14-17"
2022-07-01,fvYhEtD56gROaXqCi9/z/Q==,fvYhEtD56gROaXqCi9/z/Q==,72.57,72.57,,,,,,,176,552.51,game 3,uk,false,19,"18-24"
2022-07-01,G9053rs6jbKItKUhrUdLew==,G9053rs6jbKItKUhrUdLew==,47.01,47.01,,,,,,,130,275.04,game 3,uk,false,27,"25-30"
2022-07-01,GEAVJz1gd3SThbDZR01fcA==,,75.36,,,,,,39.30,,191,333.36,game 3,uk,false,14,"14-17"
2022-07-01,geIiJ1L04w2qAE0qzQUb2g==,,107.07,,,,,,55.83,,143,270.12,game 3,uk,false,23,"18-24"
2022-07-01,Ghk2iJmzSUW4qLsmJgwOcw==,,45.96,,,,,,,-36.84,279,696.72,game 3,uk,false,16,"14-17"
2022-07-01,GOl6BQXsy0zvbvIWIoKEQw==,,114.75,,,,GOl6BQXsy0zvbvIWIoKEQw==,114.75,,,193,467.07,game 3,ru,false,18,"18-24"
2022-07-01,gPRMy8HkmaiyX+13OxuP/A==,,85.17,,,,,,43.65,,217,343.20,game 3,ru,false,21,"18-24"
2022-07-01,gT0iqDKuIXNm4ceMd9eZ1A==,gT0iqDKuIXNm4ceMd9eZ1A==,92.19,92.19,,,,,,,153,310.26,game 3,uk,false,20,"18-24"
2022-07-01,H2Tik+BqoLgAQX4uSw/8vA==,,18.12,,,,,,,-33.09,151,122.49,game 3,uk,false,30,"25-30"
2022-07-01,Hamw6F2EZmJfI2glmE2NEg==,,55.89,,,,,,23.82,,208,242.97,game 3,ru,true,24,"18-24"
2022-07-01,hi1ErLiMLDP0HWvMqLKv6g==,hi1ErLiMLDP0HWvMqLKv6g==,117.78,117.78,,,,,,,162,429.54,game 3,ru,false,18,"18-24"
2022-07-01,HJccOn6v5KHqBa8wRu42oQ==,,25.2,,,,HJccOn6v5KHqBa8wRu42oQ==,25.2,,,200,99.78,game 3,uk,false,20,"18-24"
2022-07-01,hvvcK5gx+FdZE6DZA3df+Q==,hvvcK5gx+FdZE6DZA3df+Q==,13.92,13.92,hvvcK5gx+FdZE6DZA3df+Q==,13.92,,,,,1,13.92,game 3,uk,false,29,"25-30"
2022-07-01,HWpnvfSvYzUsQCcCKhetIg==,HWpnvfSvYzUsQCcCKhetIg==,28.23,28.23,,,,,,,145,399.60,game 3,uk,false,19,"18-24"
2022-07-01,HxWcXHURvvtOJkrXAcDxQg==,,41.67,,,,,,,-25.29,301,612.63,game 3,uk,false,15,"14-17"
2022-07-01,IdKyooyTjAbvCA7p+ujKCw==,,84.45,,,,,,,-18.69,226,483.54,game 3,uk,false,19,"18-24"
2022-07-01,iFFApiXZ2wPdS666BLpKZw==,,48.78,,,,,,13.89,,191,248.28,game 3,uk,false,18,"18-24"
2022-07-01,iFnn4bfYgNs8OS5MCcLjeA==,,21.39,,,,iFnn4bfYgNs8OS5MCcLjeA==,21.39,,,199,144.48,game 3,uk,false,28,"25-30"
2022-07-01,iIytnKqiHLJVVoC/S4HgPQ==,iIytnKqiHLJVVoC/S4HgPQ==,12.51,12.51,iIytnKqiHLJVVoC/S4HgPQ==,12.51,,,,,1,12.51,game 3,ru,false,24,"18-24"
2022-07-01,ildaqkizLaFesmkjCvlzmQ==,,17.07,,,,,,,-37.47,147,192.15,game 3,uk,false,24,"18-24"
2022-07-01,JBV4ilPNTtWevrqq146kyg==,,34.59,,JBV4ilPNTtWevrqq146kyg==,34.59,,,18.21,,20,50.97,game 3,uk,false,43,"41-45"
2022-07-01,juwM8fLyplCQTgKTP8dJgQ==,juwM8fLyplCQTgKTP8dJgQ==,15.45,15.45,,,,,,,124,150.93,game 3,ru,false,34,"31-35"
2022-07-01,jVhb69DTRT5TSWYEiUrlbg==,,36.21,,,,,,,-30.24,267,443.16,game 3,uk,false,20,"18-24"
2022-07-01,K/6KHxREKTlFZXRfBNVNuQ==,,38.07,,,,,,23.43,,184,155.79,game 3,ru,false,19,"18-24"
2022-07-01,L8+KU8u6xftnkFVO501X7w==,L8+KU8u6xftnkFVO501X7w==,14.04,14.04,,,,,,,38,28.59,game 3,uk,false,30,"25-30"
2022-07-01,lCD23Awt3KotauWenCRr5w==,,22.98,,lCD23Awt3KotauWenCRr5w==,22.98,lCD23Awt3KotauWenCRr5w==,22.98,,,72,161.67,game 3,uk,false,20,"18-24"
2022-07-01,Lug+Yg90jslWgHEN6dc+Ng==,,93.36,,,,,,74.70,,264,298.92,game 3,uk,false,21,"18-24"
2022-07-01,lx3SsUV7NOrv93tCexVp5A==,lx3SsUV7NOrv93tCexVp5A==,36.21,36.21,,,,,,,131,123.33,game 3,uk,false,16,"14-17"
2022-07-01,m7Hk77dySHBbxrKgro1Hjg==,m7Hk77dySHBbxrKgro1Hjg==,22.77,22.77,,,,,,,126,55.50,game 3,uk,false,30,"25-30"
2022-07-01,MRcEXu/KG95hsIyJM/816A==,,14.73,,,,,,,-8.67,193,186.93,game 3,uk,false,32,"31-35"
2022-07-01,ngOdQ8biXsraLxTHS862fw==,ngOdQ8biXsraLxTHS862fw==,13.92,13.92,ngOdQ8biXsraLxTHS862fw==,13.92,,,,,1,13.92,game 3,ru,false,25,"25-30"
2022-07-01,ni2+3lFt9yVqbt5Vtc8BMQ==,ni2+3lFt9yVqbt5Vtc8BMQ==,17.76,17.76,ni2+3lFt9yVqbt5Vtc8BMQ==,17.76,,,,,1,17.76,game 3,uk,false,18,"18-24"
2022-07-01,NntDesROB4ANrudTCXEScA==,NntDesROB4ANrudTCXEScA==,39.12,39.12,,,,,,,128,114.54,game 3,ru,false,37,"36-40"
2022-07-01,nPrRQwP3UZo2KBlM2mJ8fg==,,83.70,,,,,,18.45,,270,483.72,game 3,uk,false,24,"18-24"
2022-07-01,o55dseByUOl9s5IQCz1kuQ==,,15.03,,,,,,1.77,,153,170.19,game 3,uk,false,22,"18-24"
2022-07-01,ojVPXYZw2oeGtcmG7LcLGA==,,56.04,,,,,,,-42.33,171,345.33,game 3,en,false,20,"18-24"
2022-07-01,oQQmPjqm7DR+exPmp6xDhg==,oQQmPjqm7DR+exPmp6xDhg==,12.42,12.42,,,,,,,144,52.68,game 3,uk,false,30,"25-30"
2022-07-01,orbgZNBGuhZZx63HTAbyIw==,,69.15,,,,,,,-48.33,198,636.42,game 3,uk,false,25,"25-30"
2022-07-01,OtAfKAtIU2D/ISKleQ64ug==,OtAfKAtIU2D/ISKleQ64ug==,14.55,14.55,OtAfKAtIU2D/ISKleQ64ug==,14.55,,,,,1,14.55,game 3,uk,false,38,"36-40"
2022-07-01,Ox0UcaMHdCuTLe5/JQrJMQ==,,28.35,,,,,,10.59,,98,125.55,game 3,ru,false,18,"18-24"
2022-07-01,p0Ysy5XSVvKlZbKqzjyJgQ==,p0Ysy5XSVvKlZbKqzjyJgQ==,22.02,22.02,,,,,,,156,134.91,game 3,uk,false,25,"25-30"
2022-07-01,pLOCMIX+imLIzoDehgdOPA==,,151.44,,,,,,95.91,,215,665.34,game 3,uk,false,22,"18-24"
2022-07-01,prNQwR2IPPsvGpFgOpcGaQ==,,54.30,,,,prNQwR2IPPsvGpFgOpcGaQ==,54.30,,,200,212.94,game 3,uk,false,14,"14-17"
2022-07-01,psERjQAamFwr88Zadc4wcQ==,psERjQAamFwr88Zadc4wcQ==,13.08,13.08,psERjQAamFwr88Zadc4wcQ==,13.08,,,,,1,13.08,game 3,ru,false,22,"18-24"
2022-07-01,pz7LUOs9i7xgncmHVxQvOw==,,52.77,,,,,,,-36.84,155,274.56,game 3,ru,false,24,"18-24"
2022-07-01,qEF/fPDQLJPXIx6RiSIP1A==,,78.78,,,,,,46.74,,203,334.05,game 3,uk,false,20,"18-24"
2022-07-01,qmZRB16NnnCdNHWUcSyVDQ==,,86.91,,,,,,34.08,,197,268.71,game 3,ru,false,37,"36-40"
2022-07-01,QoHEss2e+b385deeX2p39Q==,,99.48,,,,,,58.44,,123,284.49,game 3,ru,false,22,"18-24"
2022-07-01,qqYyR2vRI+7pgiuyTnVM+A==,,27.03,,,,,,,-9.81,132,196.26,game 3,ru,false,19,"18-24"
2022-07-01,q/Tz1C31XWaBUDrRn2ezDw==,,46.89,,q/Tz1C31XWaBUDrRn2ezDw==,46.89,,,,-25.59,79,137.01,game 3,uk,false,21,"18-24"
2022-07-01,QZBiEFECZAgVl5IkN9/cFw==,,166.38,,,,,,124.50,,176,888.06,game 3,en,false,16,"14-17"
2022-07-01,r9AjQVS2nstu5lpVmDlihA==,,24.84,,,,,,,-28.44,199,306.81,game 3,ru,false,22,"18-24"
2022-07-01,RQBsCvxlogTNUidSygqgcQ==,,29.34,,,,,,12.27,,207,201.60,game 3,uk,false,28,"25-30"
2022-07-01,rw8yxS9+t5PvgINa7EhMvQ==,,72.45,,,,,,22.53,,192,331.29,game 3,uk,true,18,"18-24"
2022-07-01,s27V1tbCAysovKSY1XcdWQ==,,13.56,,s27V1tbCAysovKSY1XcdWQ==,13.56,s27V1tbCAysovKSY1XcdWQ==,13.56,,,98,88.14,game 3,uk,false,34,"31-35"
2022-07-01,S+4OKFlwA3L8VcjOt8TurA==,,19.98,,S+4OKFlwA3L8VcjOt8TurA==,19.98,,,,-9.18,40,64.38,game 3,uk,false,29,"25-30"
2022-07-01,Sx/MqN31Cxf6tOSLIiDtLg==,Sx/MqN31Cxf6tOSLIiDtLg==,26.79,26.79,Sx/MqN31Cxf6tOSLIiDtLg==,26.79,,,,,3,26.79,game 2,uk,true,19,"18-24"
2022-07-01,to3TWHIKMGoINAlfTdWn+w==,,15.87,,,,,,,-19.47,60,71.13,game 3,uk,false,28,"25-30"
2022-07-01,T+RA0/fgzbUBLF89D4AEDA==,,65.79,,,,,,34.35,,200,177.33,game 3,ru,false,23,"18-24"
2022-07-01,Uen3Ap0lnrgWVWJtFCSo7g==,,41.01,,,,,,,-14.22,229,199.95,game 3,ru,false,17,"14-17"
2022-07-01,urYfKANRgMuaQO9lQnBgnQ==,,22.35,,urYfKANRgMuaQO9lQnBgnQ==,22.35,,,9.09,,49,48.27,game 3,uk,false,31,"31-35"
2022-07-01,V7J42heW8l19wiBJ8UpRyw==,,67.56,,,,,,35.61,,275,545.46,game 3,ru,false,25,"25-30"
2022-07-01,v9uJC6CIm0KR00+LpWQUBg==,,94.50,,,,,,63.63,,182,337.71,game 3,uk,false,18,"18-24"
2022-07-01,Veep00i4vvZbTAVD6GMoiA==,,31.26,,,,,,,-5.52,233,389.67,game 3,uk,false,38,"36-40"
2022-07-01,Vn7Z6/B2x4f/w8R6xVfw5w==,Vn7Z6/B2x4f/w8R6xVfw5w==,21.81,21.81,,,,,,,160,274.02,game 3,uk,false,18,"18-24"
2022-07-01,VzxrkGURuahRUx/43mjAFQ==,VzxrkGURuahRUx/43mjAFQ==,17.16,17.16,,,,,,,92,68.97,game 3,uk,false,37,"36-40"
2022-07-01,W6fRYNhsTNHQkvkoFEUaVQ==,,96.51,,,,,,41.49,,286,472.20,game 3,uk,false,16,"14-17"
2022-07-01,WDsSR+yQGqoMMBfCxqkZlw==,,109.26,,,,,,18.21,,191,360.51,game 3,uk,false,24,"18-24"
2022-07-01,wDXJbTe2RLmAMKsPm5zZDg==,,76.92,,,,,,,-127.56,171,582.00,game 3,ru,false,17,"14-17"
2022-07-01,wjWDL/+l9D+LVt/9gNMH5Q==,,35.22,,,,,,22.14,,174,258.27,game 3,ru,false,20,"18-24"
2022-07-01,WMcncRFNp4e91e/Y3CwEvQ==,WMcncRFNp4e91e/Y3CwEvQ==,14.04,14.04,,,,,,,154,205.50,game 3,uk,false,23,"18-24"
2022-07-01,wRHnn4opzbqIBjFFNpBJtw==,wRHnn4opzbqIBjFFNpBJtw==,12.99,12.99,,,,,,,117,57.06,game 3,uk,false,29,"25-30"
2022-07-01,WSQTlRZJRg4Rb+rqe56nJg==,,33.75,,,,,,19.05,,170,169.05,game 3,uk,false,26,"25-30"
2022-07-01,xiXTXOEbWU+HnGOUmgc9/w==,,45.75,,,,,,30.69,,133,271.59,game 3,uk,false,20,"18-24"
2022-07-01,xnLJlU804PSS9tXKmm7gZQ==,,56.34,,,,,,20.46,,243,353.61,game 3,ru,true,21,"18-24"
2022-07-01,+XPKfmhBmI2NdGQ96Iaysg==,+XPKfmhBmI2NdGQ96Iaysg==,31.14,31.14,,,,,,,181,134.22,game 3,uk,false,38,"36-40"
2022-07-01,xSi5UajdkNHXppWOTm6g8w==,xSi5UajdkNHXppWOTm6g8w==,39.21,39.21,,,,,,,170,522.09,game 3,uk,false,20,"18-24"
2022-07-01,xt/PY4N2zkZQgtlZ9Cg82w==,,107.31,,,,,,39.60,,200,382.65,game 3,ru,false,24,"18-24"
2022-07-01,xU11jJIA4UIYu7pmqJ4kvg==,xU11jJIA4UIYu7pmqJ4kvg==,27.06,27.06,,,,,,,133,106.17,game 3,uk,false,25,"25-30"
2022-07-01,xVwGwMaEG1yZydv5VIfEQA==,,15.87,,,,xVwGwMaEG1yZydv5VIfEQA==,15.87,,,208,246.75,game 3,uk,false,22,"18-24"
2022-07-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,Yh9mYycPmc8CH9Rbjhu3ZQ==,14.64,14.64,,,,,,,80,90.15,game 3,uk,false,28,"25-30"
2022-07-01,Y/nf8iBu/UCaNAuIRRjVwA==,,63.63,,,,,,22.50,,221,263.34,game 3,uk,false,15,"14-17"
2022-07-01,ytNOQh7e6qNGQNC0T3RBxw==,ytNOQh7e6qNGQNC0T3RBxw==,14.13,14.13,,,,,,,167,179.34,game 3,ru,true,26,"25-30"
2022-07-01,Z7/6qvk8WKH3uR6IMYlCxw==,,25.20,,,,,,10.77,,185,100.44,game 3,uk,false,30,"25-30"
2022-07-01,ZgTMXDOYCQOiAw4VI8H7AA==,,21.63,,,,,,7.08,,177,237.99,game 3,uk,false,25,"25-30"
2022-07-01,ZmjMhgyYl6o8iFq964FEWg==,,18.75,,,,,,,-49.83,264,433.83,game 3,ru,false,17,"14-17"
2022-07-01,zmZPan/KZoyrIR2r/SvLdA==,,70.89,,,,zmZPan/KZoyrIR2r/SvLdA==,70.89,,,235,590.07,game 3,ru,false,15,"14-17"
2022-07-01,zSepnWFgLH0tQb1s4mxKZQ==,,14.4,,,,,,,-11.16,278,335.01,game 3,uk,false,24,"18-24"
2022-07-01,ZU1vF9G4TjB+iEZ001MU3g==,,22.2,,,,,,4.98,,182,91.32,game 3,ru,false,29,"25-30"
2022-07-01,ZxxZ87IcpgSh4lQ/VSIjnA==,,71.58,,,,,,,-0.39,248,338.40,game 3,uk,false,22,"18-24"
2022-08-01,"06RPvlsFPCmM9ag+iSM/Ag==",,18.9,,,,,,,-6.33,237,227.79,game 3,ru,false,34,"31-35"
2022-08-01,"0A5RkQrm+GBgG7KSFk/xhw==",,40.83,,,,,,,-11.94,185,299.76,game 3,uk,false,31,"31-35"
2022-08-01,"1BBMagZRq/39AV1l2rm4Iw==","1BBMagZRq/39AV1l2rm4Iw==",89.04,89.04,,,,,,,112,327.78,game 3,ru,false,23,"18-24"
2022-08-01,"1dvc3uv3gFy83YY5oJeFkQ==","1dvc3uv3gFy83YY5oJeFkQ==",45.93,45.93,"1dvc3uv3gFy83YY5oJeFkQ==",45.93,,,,,11,45.93,game 3,uk,false,17,"14-17"
2022-08-01,"1jx1AjqUwE9sbCyafQnUNQ==",,21.18,,,,,,4.89,,193,212.79,game 3,ru,false,25,"25-30"
2022-08-01,"2FYEYdoJMUOtbJ6TruruWA==",,14.19,,,,,,,-10.65,239,234.78,game 3,ru,false,20,"18-24"
2022-08-01,"2onLVyXEEj2aH+D4N9ldYQ==","2onLVyXEEj2aH+D4N9ldYQ==",50.04,50.04,,,,,,,136,221.82,game 3,uk,false,16,"14-17"
2022-08-01,"3iITAz/ADjFv3PDTgTjxSg==",,97.08,,,,,,46.50,,166,321.60,game 3,ru,false,16,"14-17"
2022-08-01,"3KHhqZr7/1n2+bTP13WuXA==",,20.19,,,,"3KHhqZr7/1n2+bTP13WuXA==",20.19,,,144,172.53,game 3,uk,false,16,"14-17"
2022-08-01,"3rCdNEPkh3vwmYB0BVadEw==",,17.34,,"3rCdNEPkh3vwmYB0BVadEw==",17.34,,,,-4.53,88,62.07,game 3,ru,false,27,"25-30"
2022-08-01,"3Whh6FLR1MSfsuHKVdCEYQ==",,17.16,,,,,,1.38,,253,171.57,game 3,uk,true,21,"18-24"
2022-08-01,"3Xuq0acIoGEgw19qflIoog==",,19.86,,,,,,,-21.87,125,139.50,game 3,uk,false,25,"25-30"
2022-08-01,"4b7l8C489HEJirtoe7xtFg==",,16.56,,,,,,,-72.72,275,268.41,game 3,uk,true,20,"18-24"
2022-08-01,"4btLP2zvi8eBV0t08fdkKQ==",,47.91,,,,,,7.20,,261,467.37,game 3,ru,false,20,"18-24"
2022-08-01,"4oH5e29koOH9zNYW8Kwcsg==",,12.51,,"4oH5e29koOH9zNYW8Kwcsg==",12.51,,,,-5.55,81,43.56,game 3,uk,false,28,"25-30"
2022-08-01,"4pssft0TgDfiQexjbe25lw==",,59.40,,,,,,44.97,,167,126.39,game 3,ru,false,26,"25-30"
2022-08-01,"5n2VR2SS79K3vJ0/V2A8RQ==","5n2VR2SS79K3vJ0/V2A8RQ==",47.13,47.13,,,,,,,40,79.17,game 3,ru,false,27,"25-30"
2022-08-01,"6We7zBO7mVbNxGEl/xPKVg==",,21.87,,,,,,,-96.96,215,556.86,game 3,uk,false,19,"18-24"
2022-08-01,"72brUr/DKItStlTen5pHYg==",,30.63,,,,,,,-6.48,227,262.56,game 3,uk,false,24,"18-24"
2022-08-01,"787jk0VnxM8/sv/0TkvO6A==",,76.29,,,,,,54.81,,270,470.73,game 3,uk,false,20,"18-24"
2022-08-01,"7BqUeLmbiug63XrWs2+ZQQ==",,32.94,,,,,,,-28.47,172,284.97,game 3,ru,false,15,"14-17"
2022-08-01,"7EPlnA7OQ9MhMx+od6FA9g==",,48.18,,,,"7EPlnA7OQ9MhMx+od6FA9g==",48.18,,,294,440.16,game 3,ru,false,23,"18-24"
2022-08-01,"7ew71UmoMb73L41PM/YL/w==",,40.74,,,,,,0.51,,174,235.83,game 3,uk,false,17,"14-17"
2022-08-01,"7GCGwypiXsxGxetp6/KmnA==","7GCGwypiXsxGxetp6/KmnA==",30.21,30.21,,,,,,,103,138.51,game 3,uk,false,31,"31-35"
2022-08-01,"7GE5h/3N3lcro3K9T3aujw==",,104.70,,,,,,15.66,,215,722.67,game 3,ru,false,32,"31-35"
2022-08-01,"7SeM1pmnTTTXfhI+x3ldng==",,55.56,,,,,,,-26.76,279,501.48,game 3,ru,false,22,"18-24"
2022-08-01,"7vnYIRqjBNlAyBbtPg02tQ==",,82.08,,,,,,50.49,,159,415.92,game 3,uk,false,21,"18-24"
2022-08-01,"7zai/c69uF/NhB95HgKuYw==",,75.15,,,,,,12.90,,131,249.69,game 3,uk,false,16,"14-17"
2022-08-01,"7zbxKst2yi3pfdVI8iEChw==",,18.3,,,,"7zbxKst2yi3pfdVI8iEChw==",18.3,,,260,67.71,game 3,ru,false,15,"14-17"
2022-08-01,"8ncYOMYXeKDelzX40EnuLA==",,158.76,,,,,,71.82,,180,432.84,game 3,uk,false,19,"18-24"
2022-08-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",,46.29,,,,,,,-74.46,222,402.24,game 3,ru,false,24,"18-24"
2022-08-01,A1qVjssGQ+ZUWZu3Z5DzTA==,,15.21,,,,,,,-49.23,238,331.26,game 3,uk,false,24,"18-24"
2022-08-01,A6QTeGOKjaGkGkRCFqNybw==,A6QTeGOKjaGkGkRCFqNybw==,43.86,43.86,A6QTeGOKjaGkGkRCFqNybw==,43.86,,,,,28,43.86,game 3,ru,false,33,"31-35"
2022-08-01,ABuPH1LovAomZwU+2iw0Lw==,ABuPH1LovAomZwU+2iw0Lw==,51.00,51.00,,,,,,,149,223.65,game 3,uk,false,18,"18-24"
2022-08-01,An7gG7hfETivAjfokQv3Ww==,,90.99,,,,,,45.96,,140,281.34,game 3,uk,false,23,"18-24"
2022-08-01,AN9at3LlvDamqXq8dvHD4w==,,43.23,,,,,,29.52,,295,455.70,game 3,ru,false,24,"18-24"
2022-08-01,B4b6v6eUHvAVOeAQk6EEiw==,,64.80,,,,,,44.01,,256,385.41,game 3,ru,false,23,"18-24"
